dish_id,dish_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,source,confidence_score,normalized_name,average_serving_size
298,Dal moong,43.69,2.2,1.62,4.92,indb,0.9,dal moong,100.0
299,Onion tomato baghar,137.52,1.26,11.98,6.17,indb,0.9,onion tomato baghar,15.0
300,Mustard seeds baghar,552.59,4.73,54.3,10.45,indb,0.9,mustard seeds baghar,3.0
301,Hot cherry sauce,252.74,0.13,0.07,67.95,indb,0.9,hot cherry sauce,30.0
302,Apple jelly,152.13,0.1,0.21,39.37,indb,0.9,apple jelly,20.0
303,Marmalade,143.76,0.23,0.04,37.64,indb,0.9,marmalade,20.0
304,Plum squash,211.17,0.16,0.1,55.51,indb,0.9,plum squash,200.0
305,Brinjal pickle,139.01,2.24,12.98,4.23,indb,0.9,brinjal pickle,15.0
306,Sweet and sour tomato pickle,60.88,1.26,3.24,6.55,indb,0.9,sweet and sour tomato pickle,25.0
307,Jhatpat achar with carrot,91.21,1.98,6.55,6.32,indb,0.9,jhatpat achar with carrot,15.0
308,Tomato chutney,176.07,0.97,6.01,31.85,indb,0.9,tomato chutney,15.0
309,Tomato ketchup,33.07,0.91,0.3,6.48,indb,0.9,tomato ketchup,15.0
310,Bengal 5 Spice Blend,289.79,18.26,22.16,20.0,indb,0.9,bengal 5 spice blend,12.0
311,Espreso coffee,51.54,1.75,2.14,6.62,indb,0.9,espreso coffee,30.0
312,Raw mango chutney,193.13,0.51,0.16,49.94,indb,0.9,raw mango chutney,15.0
313,Plum chutney,177.11,0.47,0.29,44.95,indb,0.9,plum chutney,15.0
314,Sweet lemon pickle,69.54,1.22,0.21,16.87,indb,0.9,sweet lemon pickle,30.0
315,Lichi squash,198.33,0.3,0.08,51.96,indb,0.9,lichi squash,100.0
316,Vegetable soup,55.21,2.22,1.55,7.6,indb,0.9,vegetable soup,240.0
317,Mashed banana with milk,95.43,2.51,2.99,14.62,indb,0.9,mashed banana with milk,113.0
318,Poha with curd,173.32,6.01,4.65,26.72,indb,0.9,poha with curd,161.0
319,Potato with curd,73.18,3.19,1.33,12.01,indb,0.9,potato with curd,200.0
320,Sweet wheat porridge,140.66,5.11,2.79,23.77,indb,0.9,sweet wheat porridge,100.0
321,Vegetable khichdi/khichri,143.17,5.61,4.53,19.57,indb,0.9,vegetable khichdikhichri,200.0
322,Moong dal mixture,158.84,4.62,1.0,33.93,indb,0.9,moong dal mixture,25.0
323,Cracked wheat khichri/khichdi,167.45,7.56,5.52,22.35,indb,0.9,cracked wheat khichrikhichdi,200.0
324,Stewed apple,91.93,0.17,0.37,22.49,indb,0.9,stewed apple,150.0
325,Lemon squash,184.56,0.15,0.06,48.88,indb,0.9,lemon squash,250.0
326,Orange squash,193.26,0.22,0.04,50.88,indb,0.9,orange squash,250.0
327,Mango squash,194.66,0.17,0.17,50.96,indb,0.9,mango squash,74.0
328,Mixed vegetable pickle,211.2,1.9,19.68,7.48,indb,0.9,mixed vegetable pickle,20.0
329,Pineapple squash,195.02,0.16,0.05,51.34,indb,0.9,pineapple squash,125.0
330,Lemon and ginger squash,170.34,0.54,0.21,44.06,indb,0.9,lemon and ginger squash,80.0
331,Apple jam,188.79,0.14,0.32,48.56,indb,0.9,apple jam,20.0
332,Plum jam,178.89,0.31,0.19,46.2,indb,0.9,plum jam,20.0
333,Pineapple jam,149.18,0.32,0.15,38.27,indb,0.9,pineapple jam,15.0
334,Guava jelly,115.74,1.11,0.25,28.18,indb,0.9,guava jelly,14.0
335,Orange marmalade,104.17,0.66,0.13,25.94,indb,0.9,orange marmalade,20.0
336,Carrot murabba,175.24,0.32,0.16,45.6,indb,0.9,carrot murabba,20.0
337,Gooseberry marmalade,123.16,0.14,0.03,32.34,indb,0.9,gooseberry marmalade,20.0
338,Ginger candy,195.71,0.69,0.27,50.38,indb,0.9,ginger candy,12.0
339,Mango pickle,192.12,1.6,17.89,8.11,indb,0.9,mango pickle,20.0
340,Jackfruit fritters,597.79,2.34,54.41,24.0,indb,0.9,jackfruit fritters,25.0
341,Spicy corn chaat,479.8,4.61,46.55,11.45,indb,0.9,spicy corn chaat,100.0
342,Semolina dhokla,194.91,5.44,5.2,30.86,indb,0.9,semolina dhokla,25.0
343,Date pickle,182.29,1.68,4.21,34.66,indb,0.9,date pickle,50.0
344,Sweetened yogurt,107.18,5.27,2.89,16.02,indb,0.9,sweetened yogurt,170.0
345,Thickened sweetened milk,102.79,3.52,5.35,10.55,indb,0.9,thickened sweetened milk,38.8
346,Gram flour halwa,276.79,5.88,17.3,25.78,indb,0.9,gram flour halwa,150.0
347,Prawn sandwich,169.65,10.36,9.27,11.89,indb,0.9,prawn sandwich,200.0
348,Watercress sandwich,229.42,5.17,11.47,28.03,indb,0.9,watercress sandwich,150.0
349,Fish sandwich,150.2,4.72,10.37,10.09,indb,0.9,fish sandwich,113.4
350,Kidney bean sandwich with cottage cheese,176.64,9.85,6.84,18.86,indb,0.9,kidney bean sandwich with cottage cheese,101.0
351,Finger millet biscuit,458.56,4.03,25.79,52.69,indb,0.9,finger millet biscuit,30.0
352,Buttermilk biscuit,322.54,5.76,17.5,34.93,indb,0.9,buttermilk biscuit,60.0
353,Lemon cookies,394.48,5.63,23.02,42.19,indb,0.9,lemon cookies,30.0
354,Sweet potato biscuit,296.4,5.14,13.31,38.13,indb,0.9,sweet potato biscuit,80.0
355,Raspberry shortbread cookies,441.12,3.0,21.25,61.25,indb,0.9,raspberry shortbread cookies,28.0
356,Pumpkin cookies,218.4,2.51,3.93,44.69,indb,0.9,pumpkin cookies,57.0
357,Greenpea cookies,159.42,6.53,4.24,23.07,indb,0.9,greenpea cookies,30.0
358,Sunflower cookies,520.62,9.49,36.28,40.06,indb,0.9,sunflower cookies,28.3495
359,Cardamom cookies,400.49,5.1,19.12,53.99,indb,0.9,cardamom cookies,7.5
360,Hazelnut cookies,493.32,6.25,34.97,39.44,indb,0.9,hazelnut cookies,30.0
361,Milk cookies,459.43,10.49,24.96,48.43,indb,0.9,milk cookies,30.0
362,Cranberry cookies,272.48,3.92,12.66,36.39,indb,0.9,cranberry cookies,30.0
363,Olive biscuit,438.29,3.2,23.75,55.01,indb,0.9,olive biscuit,30.0
364,Tutti fruitti biscuit,420.78,5.21,17.9,53.12,indb,0.9,tutti fruitti biscuit,50.0
365,Peach blueberry preserves,177.38,0.53,0.2,45.76,indb,0.9,peach blueberry preserves,20.0
366,Pear preserves,101.24,0.25,0.19,25.67,indb,0.9,pear preserves,14.0
367,Starfruit preserves,128.93,0.24,0.12,33.62,indb,0.9,starfruit preserves,50.0
368,Gooseberry pickle,278.58,1.55,27.61,7.61,indb,0.9,gooseberry pickle,13.0
369,Sweet couscous dessert,196.2,3.81,7.69,29.69,indb,0.9,sweet couscous dessert,144.0
370,Chhena poda,344.57,13.68,17.94,33.64,indb,0.9,chhena poda,50.0
371,Amaranth ladoo,454.15,10.12,22.7,51.33,indb,0.9,amaranth ladoo,22.0
372,Apple oats chia seed smoothie,85.64,3.49,2.48,13.07,indb,0.9,apple oats chia seed smoothie,250.0
373,Poshtik chilla/cheela,159.53,4.85,3.04,27.47,indb,0.9,poshtik chillacheela,40.0
374,Creamed spinach,96.91,5.18,6.39,4.44,indb,0.9,creamed spinach,113.0
375,Mango milkshake with ice cream,68.35,1.93,2.8,9.18,indb,0.9,mango milkshake with ice cream,325.0
376,Pineapple milkshake with ice cream,68.49,1.93,2.75,9.33,indb,0.9,pineapple milkshake with ice cream,240.0
377,Orange milkshake with ice cream,67.82,1.95,2.75,9.15,indb,0.9,orange milkshake with ice cream,300.0
378,Woodapple juice,34.18,0.63,0.7,6.51,indb,0.9,woodapple juice,200.0
379,Sattu drink,23.38,0.56,0.14,5.16,indb,0.9,sattu drink,240.0
380,Apple and honey sorbet,121.3,0.15,0.29,30.74,indb,0.9,apple and honey sorbet,100.0
381,Thandai,101.18,3.59,5.89,9.13,indb,0.9,thandai,200.0
382,Cucumber sharbat,27.28,0.26,0.06,6.64,indb,0.9,cucumber sharbat,200.0
383,Nannari sharbat,88.79,0.01,0.01,23.62,indb,0.9,nannari sharbat,245.0
384,Lotus seed halwa,370.55,7.79,20.69,39.56,indb,0.9,lotus seed halwa,25.0
385,Semolina milk drink,44.16,0.98,1.36,6.93,indb,0.9,semolina milk drink,150.0
386,Saffron milk,102.18,3.17,4.57,12.64,indb,0.9,saffron milk,241.0
387,Black rice kheer,147.94,4.37,4.91,22.93,indb,0.9,black rice kheer,100.0
388,Coconut kheer,162.61,3.4,10.55,14.42,indb,0.9,coconut kheer,100.0
389,Apple sago payasam,136.5,3.13,7.66,14.4,indb,0.9,apple sago payasam,150.0
390,Kesari bath,244.57,2.4,12.59,31.38,indb,0.9,kesari bath,150.0
391,Putharekulu,318.3,3.66,7.55,59.61,indb,0.9,putharekulu,25.0
392,Mango malpua,334.64,1.65,30.67,12.84,indb,0.9,mango malpua,45.0
393,Mango vanilla custard,147.63,3.43,7.04,18.41,indb,0.9,mango vanilla custard,100.0
394,Kiwi granola pudding,280.99,5.6,15.36,32.33,indb,0.9,kiwi granola pudding,100.0
395,Oats burfi,425.19,8.89,17.27,62.47,indb,0.9,oats burfi,25.0
396,Lotus stem pickle,102.69,1.44,1.6,20.07,indb,0.9,lotus stem pickle,30.0
397,Garlic pickle,413.62,3.72,39.88,9.75,indb,0.9,garlic pickle,28.0
398,Bhel puri,509.89,3.52,47.91,16.47,indb,0.9,bhel puri,100.0
399,Fermented bamboo shoot pickle,59.83,1.58,5.59,1.73,indb,0.9,fermented bamboo shoot pickle,50.0
400,Macaroni salad,262.19,5.02,17.78,21.63,indb,0.9,macaroni salad,100.0
401,Cabbage raita,84.84,3.24,5.76,5.25,indb,0.9,cabbage raita,146.0
402,Pomegranate raita,72.64,4.05,3.24,7.15,indb,0.9,pomegranate raita,25.0
403,Onion raita,71.56,4.86,2.43,7.86,indb,0.9,onion raita,100.0
404,Green chilli raita,77.13,5.58,2.92,7.66,indb,0.9,green chilli raita,120.0
405,Kale salad,177.71,4.86,15.33,5.01,indb,0.9,kale salad,85.0
406,Spinach and paneer souffle,186.19,7.56,13.49,9.64,indb,0.9,spinach and paneer souffle,136.0
407,Masala souffle,123.51,6.38,7.37,8.02,indb,0.9,masala souffle,100.0
408,Chicken and cheese souffle,182.35,9.07,14.74,3.47,indb,0.9,chicken and cheese souffle,170.0
409,Tamarind chutney,109.15,0.88,0.48,25.07,indb,0.9,tamarind chutney,15.0
410,Pav bhaji masala,230.47,9.13,10.96,29.15,indb,0.9,pav bhaji masala,100.0
411,Green chutney,79.42,5.42,1.6,10.01,indb,0.9,green chutney,15.0
412,Sago khitchdi/khichri,187.16,2.72,10.1,22.41,indb,0.9,sago khitchdikhichri,115.0
413,Gram flour chilla/cheela,135.93,7.8,2.85,21.03,indb,0.9,gram flour chillacheela,40.0
414,Vegetable namkeen jave,112.23,2.93,2.51,18.98,indb,0.9,vegetable namkeen jave,20.0
415,Khakhra,178.5,4.78,5.32,27.66,indb,0.9,khakhra,20.0
416,Moong bean dosa,285.96,12.32,11.67,31.91,indb,0.9,moong bean dosa,100.0
417,Methi thepla,346.16,8.98,15.95,41.34,indb,0.9,methi thepla,40.0
418,Rice puttu,81.98,1.26,3.13,11.82,indb,0.9,rice puttu,100.0
419,Buckwheat pancake,263.3,2.91,16.43,27.28,indb,0.9,buckwheat pancake,78.0
420,Quinoa khichdi/khichri,64.01,3.18,1.59,8.83,indb,0.9,quinoa khichdikhichri,174.0
421,Khakhra chaat,358.66,4.52,30.65,16.64,indb,0.9,khakhra chaat,120.0
422,Banana appam,469.81,1.17,42.53,20.06,indb,0.9,banana appam,40.0
423,Pav bhaji,96.53,2.66,4.32,11.99,indb,0.9,pav bhaji,200.0
424,Rice murukku,593.99,5.41,48.22,33.29,indb,0.9,rice murukku,30.0
425,Chicken salad,338.19,15.33,30.26,1.3,indb,0.9,chicken salad,85.0
426,Dates chutney,103.57,1.07,1.12,21.69,indb,0.9,dates chutney,15.0
427,Onion chutney,143.94,2.97,8.38,13.52,indb,0.9,onion chutney,50.0
428,Lemon butter fish,160.25,16.38,10.26,0.75,indb,0.9,lemon butter fish,170.0
429,Sweet peach pickle,144.64,0.46,0.2,37.01,indb,0.9,sweet peach pickle,28.0
430,Green tomato pickle,193.26,1.23,19.67,2.87,indb,0.9,green tomato pickle,20.0
431,Coconut pickle,517.26,3.02,51.71,11.53,indb,0.9,coconut pickle,15.0
432,Potato pickle,369.14,2.07,36.46,7.87,indb,0.9,potato pickle,28.0
433,Mango murabba candy,293.35,0.27,0.05,77.32,indb,0.9,mango murabba candy,12.0
434,Afghani chicken,151.51,15.66,9.07,1.95,indb,0.9,afghani chicken,170.0
435,Fish orly,563.7,5.87,58.18,4.27,indb,0.9,fish orly,30.0
436,Hariyali Fish Tikka,150.24,14.01,9.41,2.21,indb,0.9,hariyali fish tikka,150.0
437,Chicken manchurian,142.34,9.53,11.96,6.06,indb,0.9,chicken manchurian,108.0
438,Handi chicken,166.02,12.32,12.46,1.49,indb,0.9,handi chicken,250.0
439,Lemon chicken,169.79,20.2,9.66,0.55,indb,0.9,lemon chicken,100.0
440,Baked eggs in tomato sauce,80.05,4.92,5.22,3.78,indb,0.9,baked eggs in tomato sauce,200.0
441,Schezwan chutney,205.19,3.33,17.72,10.79,indb,0.9,schezwan chutney,15.0
442,Egg in a pepper,128.78,12.64,8.68,0.17,indb,0.9,egg in a pepper,170.0
443,Spinach mushroom scrambled egg,158.85,13.28,11.51,0.59,indb,0.9,spinach mushroom scrambled egg,150.0
444,Corn omelette/omlet,166.93,11.37,12.89,1.57,indb,0.9,corn omeletteomlet,150.0
445,Cajun chicken,184.94,12.69,13.99,1.94,indb,0.9,cajun chicken,150.0
446,Paaner do pyaza,127.7,4.22,10.87,3.41,indb,0.9,paaner do pyaza,150.0
447,Cabbage manchurian,224.26,0.64,22.48,4.85,indb,0.9,cabbage manchurian,150.0
448,Gobi 65,278.29,0.56,29.11,3.59,indb,0.9,gobi 65,25.0
449,Paneer lababdar,105.48,3.98,8.46,3.37,indb,0.9,paneer lababdar,200.0
450,Roasted cauliflower steak,78.68,2.05,6.7,2.02,indb,0.9,roasted cauliflower steak,107.0
451,Sauteed radishes with green beans,94.32,2.41,6.61,6.04,indb,0.9,sauteed radishes with green beans,100.0
452,Garlic chutney/Poondu chutney,255.51,3.34,17.55,20.44,indb,0.9,garlic chutneypoondu chutney,50.0
453,Spinach mushroom,47.63,1.94,2.96,2.95,indb,0.9,spinach mushroom,149.0
454,Soya roti,283.96,9.18,9.23,40.03,indb,0.9,soya roti,50.0
455,Soya chunks and peas,82.62,3.03,5.11,5.82,indb,0.9,soya chunks and peas,153.0
456,Potato cauliflower,106.18,1.9,8.13,5.99,indb,0.9,potato cauliflower,150.0
457,Cabbage and peas,63.88,3.24,2.64,6.24,indb,0.9,cabbage and peas,150.0
458,Carrot and fenugreek leaves,61.92,2.1,3.81,4.17,indb,0.9,carrot and fenugreek leaves,150.0
459,Potato fenugreek,135.15,2.25,10.04,8.47,indb,0.9,potato fenugreek,100.0
460,Brinjal bhartha,65.12,1.38,4.48,4.4,indb,0.9,brinjal bhartha,121.0
461,Dry potato,103.15,1.62,4.18,14.38,indb,0.9,dry potato,40.0
462,Beans with coconut,131.63,2.62,11.39,4.39,indb,0.9,beans with coconut,246.0
463,Cauliflower with coconut,132.11,2.64,11.56,3.99,indb,0.9,cauliflower with coconut,25.0
464,Carrot and cabbage with coconut,106.61,1.82,8.62,4.99,indb,0.9,carrot and cabbage with coconut,127.0
465,Raw turnip with coconut,132.15,1.8,11.47,5.78,indb,0.9,raw turnip with coconut,25.0
466,Raw papaya with coconut,132.75,1.54,11.42,5.58,indb,0.9,raw papaya with coconut,156.0
467,Stuffed okra,94.34,2.08,7.66,3.85,indb,0.9,stuffed okra,132.0
468,Stuffed round gourd,72.8,1.1,5.75,4.02,indb,0.9,stuffed round gourd,140.0
469,Stuffed capsicum,90.94,1.34,5.7,8.26,indb,0.9,stuffed capsicum,238.0
470,Stuffed brinjal,93.0,1.53,7.73,3.96,indb,0.9,stuffed brinjal,100.0
471,Stuffed tomatoes,93.35,3.28,6.06,6.19,indb,0.9,stuffed tomatoes,200.0
472,Pea potato curry,100.92,3.48,5.13,9.74,indb,0.9,pea potato curry,200.0
473,Pea paneer curry,134.83,6.61,7.75,9.29,indb,0.9,pea paneer curry,200.0
474,Pea mushroom curry,93.3,3.87,5.16,7.41,indb,0.9,pea mushroom curry,150.0
475,Pea curry,102.99,4.51,5.11,9.2,indb,0.9,pea curry,200.0
476,Pea vadi curry,101.95,4.64,5.08,8.9,indb,0.9,pea vadi curry,200.0
477,Paneer curry,176.52,7.8,12.38,8.4,indb,0.9,paneer curry,170.0
478,Lotus stem curry,110.34,1.53,7.25,9.24,indb,0.9,lotus stem curry,175.0
479,Gravy for kofta,125.59,1.75,10.35,6.31,indb,0.9,gravy for kofta,25.0
480,Baked vegetables,88.99,3.67,4.44,8.44,indb,0.9,baked vegetables,200.0
481,Cauliflower musallam,58.83,1.89,3.55,4.48,indb,0.9,cauliflower musallam,100.0
482,Potato capsicum,125.53,1.41,9.33,8.72,indb,0.9,potato capsicum,150.0
483,Sprouted moong dal chat,32.47,1.35,0.32,6.01,indb,0.9,sprouted moong dal chat,25.0
484,Penne platter,177.4,5.04,8.71,20.87,indb,0.9,penne platter,170.0
485,Khatta channa,202.57,6.3,10.56,21.14,indb,0.9,khatta channa,1438.3
486,Chicken lasagne,187.49,10.45,10.36,13.9,indb,0.9,chicken lasagne,400.0
487,Naan,286.45,8.05,4.99,51.75,indb,0.9,naan,90.0
488,Idli,137.54,4.64,0.33,28.18,indb,0.9,idli,39.0
489,Masala dosa,164.58,3.29,7.84,19.57,indb,0.9,masala dosa,99.0
490,Semolina dosa,227.05,7.3,7.12,32.84,indb,0.9,semolina dosa,100.0
491,Onion tomato uttapam,462.02,1.91,45.3,11.32,indb,0.9,onion tomato uttapam,120.0
492,Paneer kaathi roll,285.94,6.92,19.55,20.1,indb,0.9,paneer kaathi roll,174.0
493,Makki ki roti,263.97,3.49,16.85,24.19,indb,0.9,makki ki roti,50.0
494,Washed moong dal,50.0,2.68,1.68,5.91,indb,0.9,washed moong dal,52.0
495,Washed urad dal,61.32,2.51,2.98,5.84,indb,0.9,washed urad dal,25.0
496,Split bengal gram with bottle gourd,73.25,2.79,3.6,7.1,indb,0.9,split bengal gram with bottle gourd,200.0
497,Dry washed urad,124.71,6.85,3.5,15.66,indb,0.9,dry washed urad,35.0
498,Mixed dal,61.93,2.51,3.1,5.79,indb,0.9,mixed dal,200.0
499,Whole moong,53.7,2.25,2.56,5.22,indb,0.9,whole moong,25.0
500,Whole masoor,54.05,2.28,2.52,5.37,indb,0.9,whole masoor,170.0
501,Whole moth,55.0,2.01,2.62,5.74,indb,0.9,whole moth,0.001
502,Whole urad,53.8,2.21,2.62,5.05,indb,0.9,whole urad,100.0
503,Moti mahal dal,103.13,3.93,5.66,8.74,indb,0.9,moti mahal dal,200.0
504,Black channa curry/Bengal gram curry,140.68,5.67,6.61,14.11,indb,0.9,black channa currybengal gram curry,200.0
505,Chickpeas curry,163.43,6.1,6.84,19.98,indb,0.9,chickpeas curry,200.0
506,Lobia curry,148.99,6.06,5.62,17.88,indb,0.9,lobia curry,100.0
507,Soyabean curry,163.28,10.43,10.19,6.76,indb,0.9,soyabean curry,169.0
508,Kidney bean curry,143.73,5.95,5.77,16.38,indb,0.9,kidney bean curry,200.0
509,Sambar,96.92,3.35,4.38,10.57,indb,0.9,sambar,100.0
510,Besan kadhi with pakodies,403.35,1.64,42.59,3.56,indb,0.9,besan kadhi with pakodies,100.0
511,Baked vegetables with spinach,77.79,3.22,4.03,6.93,indb,0.9,baked vegetables with spinach,200.0
512,Baked potato with skin,135.77,3.43,8.5,11.11,indb,0.9,baked potato with skin,173.0
513,Shepherd's pie,135.63,5.04,7.3,12.03,indb,0.9,shepherds pie,227.0
514,Baked brinjal in tomato sauce,38.63,1.58,1.62,4.13,indb,0.9,baked brinjal in tomato sauce,200.0
515,"Paneer, apple and pineapple salad",95.08,3.88,5.07,8.35,indb,0.9,paneer apple and pineapple salad,100.0
516,Russian salad,114.83,4.26,7.84,6.5,indb,0.9,russian salad,113.0
517,Pasta salad,190.36,4.15,13.92,12.7,indb,0.9,pasta salad,200.0
518,Deviled egg,98.56,4.97,7.72,2.23,indb,0.9,deviled egg,33.0
519,Hawain salad,175.23,4.27,11.37,14.35,indb,0.9,hawain salad,85.05
520,Mixed pulse and vegetable salad,83.12,4.74,0.84,13.96,indb,0.9,mixed pulse and vegetable salad,94.4
521,Sprouted moong salad,37.81,2.29,0.74,5.48,indb,0.9,sprouted moong salad,100.0
522,Tossed salad,62.96,1.02,4.22,4.95,indb,0.9,tossed salad,170.38
523,Mixed vegetable salad with curd sauce,60.28,4.23,1.5,7.03,indb,0.9,mixed vegetable salad with curd sauce,86.1
524,Potato salad,89.91,1.4,4.4,11.19,indb,0.9,potato salad,140.0
525,Waldroff salad,141.75,1.47,10.05,11.02,indb,0.9,waldroff salad,136.0
526,Coleslaw,76.71,1.24,5.32,5.59,indb,0.9,coleslaw,100.0
527,Fruit salad,78.14,0.91,1.22,15.96,indb,0.9,fruit salad,200.0
528,Tomato onion raita,59.0,3.74,1.84,7.08,indb,0.9,tomato onion raita,100.0
529,Peanut raita,150.39,8.59,8.98,9.3,indb,0.9,peanut raita,150.0
530,Sprouted moong raita,60.89,4.62,2.19,6.13,indb,0.9,sprouted moong raita,158.0
531,Bottle gourd raita,56.31,3.98,2.07,5.76,indb,0.9,bottle gourd raita,150.0
532,Cucumber raita,59.13,4.04,2.08,6.35,indb,0.9,cucumber raita,82.0
533,Carrot and spinach raita,56.83,4.0,1.99,5.83,indb,0.9,carrot and spinach raita,100.0
534,Mint raita,77.59,5.64,2.96,7.65,indb,0.9,mint raita,150.0
535,Potato raita,75.38,4.22,2.04,10.24,indb,0.9,potato raita,146.0
536,Sweet raita,99.24,3.24,1.78,17.93,indb,0.9,sweet raita,188.0
537,Saunth/Sonth chutney with tamarind/imli,141.53,1.01,0.15,33.55,indb,0.9,saunthsonth chutney with tamarindimli,15.0
538,Rice kheer,75.03,2.3,2.97,10.05,indb,0.9,rice kheer,150.0
539,Makhana kheer,107.85,3.31,5.0,12.88,indb,0.9,makhana kheer,100.0
540,Tandoori fish,95.98,11.19,4.64,2.37,indb,0.9,tandoori fish,150.0
541,Fish tikka,117.33,16.0,4.15,3.91,indb,0.9,fish tikka,100.0
542,Baked fish with cheese sauce,113.96,8.64,7.02,4.06,indb,0.9,baked fish with cheese sauce,170.0
543,Pea keema curry,133.0,8.43,8.14,6.24,indb,0.9,pea keema curry,200.0
544,Spinach paneer,77.68,4.03,4.76,4.43,indb,0.9,spinach paneer,200.0
545,Methi chaman,475.62,1.54,50.91,2.78,indb,0.9,methi chaman,200.0
546,Sarson ka saag,87.84,3.0,5.86,5.33,indb,0.9,sarson ka saag,100.0
547,Avial,124.56,2.46,8.94,8.47,indb,0.9,avial,200.0
548,Al yakhani,147.54,2.86,13.14,4.65,indb,0.9,al yakhani,238.0
549,Shahi paneer,156.5,5.06,12.34,6.64,indb,0.9,shahi paneer,150.0
550,Paneer in butter sauce,145.61,6.99,8.81,9.7,indb,0.9,paneer in butter sauce,150.0
551,Methi malai paneer,194.98,7.34,14.76,8.15,indb,0.9,methi malai paneer,113.0
552,Kadhai Paneer,107.99,4.33,6.81,7.34,indb,0.9,kadhai paneer,200.0
553,Roghan josh,139.59,9.56,9.02,4.93,indb,0.9,roghan josh,177.0
554,Spinach mutton,80.32,5.74,4.71,3.45,indb,0.9,spinach mutton,263.0
555,Keema kofta curry,154.45,9.77,10.39,5.64,indb,0.9,keema kofta curry,250.0
556,Tomato fish,489.79,2.39,51.91,3.18,indb,0.9,tomato fish,100.0
557,Kashmiri mutton koftas,97.42,6.33,6.77,3.04,indb,0.9,kashmiri mutton koftas,200.0
558,Mutton yakhni,104.13,8.27,7.7,0.84,indb,0.9,mutton yakhni,238.0
559,Chicken yakhni,99.0,10.66,6.1,0.78,indb,0.9,chicken yakhni,182.0
560,Mutton do piaza,183.3,9.39,14.41,4.14,indb,0.9,mutton do piaza,144.0
561,Chicken curry,129.22,11.79,7.57,3.38,indb,0.9,chicken curry,177.0
562,Tandoori chicken,145.2,16.26,7.93,2.34,indb,0.9,tandoori chicken,100.0
563,Butter chicken,137.0,10.92,8.7,3.74,indb,0.9,butter chicken,250.0
564,Chilli chicken,198.83,9.57,16.56,2.86,indb,0.9,chilli chicken,150.0
565,Fried chicken with tomato sauce,125.03,11.48,7.61,2.51,indb,0.9,fried chicken with tomato sauce,170.0
566,Fish curry,111.13,8.76,6.69,3.77,indb,0.9,fish curry,170.0
567,Pasta hot pot,125.17,5.84,6.47,11.6,indb,0.9,pasta hot pot,192.0
568,Spaghetti and cheese balls in tomato sauce,508.32,2.41,52.08,7.82,indb,0.9,spaghetti and cheese balls in tomato sauce,350.0
569,Semolina kheer,113.21,3.43,4.2,15.88,indb,0.9,semolina kheer,123.0
570,Carrot apple sandwich,214.11,5.3,9.12,29.04,indb,0.9,carrot apple sandwich,163.0
571,Vegetable and mayonnaise sandwich,244.26,4.47,15.4,23.2,indb,0.9,vegetable and mayonnaise sandwich,150.0
572,Egg and tomato sandwich,222.11,7.66,10.51,25.9,indb,0.9,egg and tomato sandwich,157.0
573,Sweet open sandwich,244.25,4.99,8.15,39.24,indb,0.9,sweet open sandwich,150.0
574,Mushroom and cheese sandwich,227.42,7.79,13.01,21.01,indb,0.9,mushroom and cheese sandwich,145.0
575,Cheese and tomato sandwich),224.58,6.82,12.95,21.42,indb,0.9,cheese and tomato sandwich,150.0
576,Pea potato sandwich,164.9,4.6,5.43,25.17,indb,0.9,pea potato sandwich,135.0
577,Paneer pea sandwich,249.56,12.4,11.98,24.05,indb,0.9,paneer pea sandwich,110.0
578,Chicken sandwich,167.37,12.08,5.32,18.82,indb,0.9,chicken sandwich,150.0
579,Pea keema sandwich,171.78,11.06,5.61,20.26,indb,0.9,pea keema sandwich,150.0
580,Classic club sandwich,200.83,6.74,11.56,18.49,indb,0.9,classic club sandwich,90.0
581,Sesame toast,495.19,1.9,49.38,11.15,indb,0.9,sesame toast,44.0
582,Cracked wheat porridge,81.57,2.64,4.08,8.87,indb,0.9,cracked wheat porridge,200.0
583,Semolina porridge,100.89,3.75,4.08,12.39,indb,0.9,semolina porridge,200.0
584,Oatmeal Porridge,72.85,2.6,3.22,8.77,indb,0.9,oatmeal porridge,40.0
585,Cornflakes with milk,117.33,3.59,5.12,14.95,indb,0.9,cornflakes with milk,270.0
586,Rice flakes,112.44,3.62,3.99,15.57,indb,0.9,rice flakes,33.0
587,Wheat flakes,112.44,3.62,3.99,15.57,indb,0.9,wheat flakes,30.0
588,Murmura,113.32,3.62,4.04,15.67,indb,0.9,murmura,30.0
589,Puffed wheat,113.32,3.62,4.04,15.67,indb,0.9,puffed wheat,30.0
590,Boiled egg,45.35,4.43,3.04,0.12,indb,0.9,boiled egg,50.0
591,Fried Egg,223.67,11.59,19.62,0.31,indb,0.9,fried egg,50.0
592,Poached egg,123.87,11.98,8.19,0.37,indb,0.9,poached egg,50.0
593,Scrambled egg,155.97,10.29,12.21,1.35,indb,0.9,scrambled egg,100.0
594,Baked egg,218.85,11.88,12.65,15.42,indb,0.9,baked egg,50.0
595,Plain omelette/omlet,272.41,9.66,25.74,0.64,indb,0.9,plain omeletteomlet,120.0
596,Salami sandwich,255.59,8.7,15.51,21.54,indb,0.9,salami sandwich,131.0
597,Pin wheel sandwich,311.52,8.77,24.93,14.0,indb,0.9,pin wheel sandwich,30.0
